Player1_Strategy,Player2_Strategy,Player1_Score,Player2_Score,Winner,Moves,Time_Seconds
Random,Random,18,30,Player2,42,0.001
Random,Random,26,22,Player1,50,0.001
Random,Random,25,23,Player1,52,0.001
Random,Random,19,29,Player2,37,0.0
Random,Random,36,12,Player1,36,0.0
Random,Random,34,14,Player1,45,0.001
Random,Random,31,17,Player1,34,0.0
Random,Random,26,22,Player1,63,0.001
Random,Random,21,27,Player2,49,0.001
Random,Random,15,33,Player2,39,0.001
Random,Random,37,11,Player1,33,0.0
Random,Random,26,22,Player1,54,0.001
Random,Random,25,23,Player1,40,0.001
Random,Random,24,24,Draw,40,0.001
Random,Random,31,17,Player1,45,0.001
Random,Random,26,22,Player1,48,0.001
Random,Random,23,25,Player2,42,0.001
Random,Random,19,29,Player2,37,0.001
Random,Random,34,14,Player1,44,0.001
Random,Random,14,34,Player2,21,0.0
Random,Random,31,17,Player1,38,0.001
Random,Random,23,25,Player2,41,0.001
Random,Random,26,22,Player1,40,0.001
Random,Random,16,32,Player2,32,0.001
Random,Random,17,31,Player2,35,0.002
Random,Random,35,13,Player1,34,0.0
Random,Random,33,15,Player1,32,0.0
Random,Random,24,24,Draw,29,0.0
Random,Random,37,11,Player1,26,0.0
Random,Random,32,16,Player1,35,0.0
Random,Random,17,31,Player2,27,0.0
Random,Random,21,27,Player2,36,0.0
Random,Random,34,14,Player1,42,0.001
Random,Random,24,24,Draw,37,0.001
Random,Random,26,22,Player1,50,0.001
Random,Random,27,21,Player1,39,0.0
Random,Random,18,30,Player2,39,0.0
Random,Random,15,33,Player2,26,0.0
Random,Random,18,30,Player2,35,0.0
Random,Random,34,14,Player1,39,0.001
Random,Random,16,32,Player2,35,0.0
Random,Random,19,29,Player2,41,0.001
Random,Random,17,31,Player2,35,0.001
Random,Random,16,32,Player2,46,0.001
Random,Random,18,30,Player2,56,0.001
Random,Random,22,26,Player2,46,0.001
Random,Random,23,25,Player2,48,0.0
Random,Random,31,17,Player1,23,0.0
Random,Random,23,25,Player2,46,0.001
Random,Random,22,26,Player2,46,0.001
Random,Random,18,30,Player2,32,0.0
Random,Random,17,31,Player2,37,0.0
Random,Random,25,23,Player1,23,0.0
Random,Random,29,19,Player1,40,0.0
Random,Random,22,26,Player2,44,0.001
Random,Random,30,18,Player1,38,0.001
Random,Random,28,20,Player1,46,0.001
Random,Random,16,32,Player2,38,0.001
Random,Random,28,20,Player1,38,0.001
Random,Random,32,16,Player1,36,0.0
Random,Random,26,22,Player1,50,0.001
Random,Random,27,21,Player1,48,0.001
Random,Random,28,20,Player1,33,0.0
Random,Random,26,22,Player1,50,0.001
Random,Random,22,26,Player2,46,0.001
Random,Random,32,16,Player1,32,0.0
Random,Random,23,25,Player2,36,0.0
Random,Random,20,28,Player2,49,0.001
Random,Random,21,27,Player2,45,0.0
Random,Random,38,10,Player1,33,0.001
Random,Random,30,18,Player1,27,0.001
Random,Random,29,19,Player1,38,0.0
Random,Random,21,27,Player2,28,0.0
Random,Random,23,25,Player2,48,0.001
Random,Random,31,17,Player1,40,0.001
Random,Random,30,18,Player1,44,0.001
Random,Random,31,17,Player1,43,0.001
Random,Random,27,21,Player1,47,0.0
Random,Random,30,18,Player1,33,0.0
Random,Random,31,17,Player1,49,0.0
Random,Random,23,25,Player2,49,0.0
Random,Random,21,27,Player2,52,0.0
Random,Random,28,20,Player1,46,0.0
Random,Random,36,12,Player1,25,0.0
Random,Random,25,23,Player1,38,0.0
Random,Random,30,18,Player1,48,0.0
Random,Random,17,31,Player2,44,0.0
Random,Random,19,29,Player2,52,0.0
Random,Random,31,17,Player1,46,0.0
Random,Random,19,29,Player2,37,0.0
Random,Random,20,28,Player2,45,0.001
Random,Random,33,15,Player1,54,0.001
Random,Random,15,33,Player2,29,0.0
Random,Random,26,22,Player1,45,0.001
Random,Random,22,26,Player2,30,0.0
Random,Random,25,23,Player1,47,0.001
Random,Random,29,19,Player1,46,0.001
Random,Random,22,26,Player2,41,0.001
Random,Random,34,14,Player1,31,0.0
Random,Random,18,30,Player2,30,0.0
Random,Random,21,27,Player2,51,0.001
Random,Random,12,36,Player2,36,0.0
Random,Random,15,33,Player2,39,0.0
Random,Random,6,42,Player2,22,0.0
Random,Random,19,29,Player2,44,0.0
Random,Random,27,21,Player1,34,0.0
Random,Random,26,22,Player1,55,0.001
Random,Random,24,24,Draw,39,0.0
Random,Random,31,17,Player1,38,0.0
Random,Random,22,26,Player2,50,0.0
Random,Random,28,20,Player1,45,0.0
Random,Random,22,26,Player2,40,0.0
Random,Random,21,27,Player2,57,0.0
Random,Random,25,23,Player1,55,0.0
Random,Random,25,23,Player1,46,0.0
Random,Random,30,18,Player1,39,0.0
Random,Random,31,17,Player1,39,0.0
Random,Random,35,13,Player1,34,0.0
Random,Random,24,24,Draw,41,0.0
Random,Random,16,32,Player2,42,0.0
Random,Random,27,21,Player1,43,0.0
Random,Random,23,25,Player2,49,0.001
Random,Random,27,21,Player1,45,0.0
Random,Random,22,26,Player2,37,0.0
Random,Random,34,14,Player1,32,0.0
Random,Random,25,23,Player1,58,0.001
Random,Random,30,18,Player1,37,0.0
Random,Random,28,20,Player1,48,0.0
Random,Random,17,31,Player2,58,0.001
Random,Random,22,26,Player2,46,0.0
Random,Random,17,31,Player2,38,0.0
Random,Random,21,27,Player2,49,0.0
Random,Random,11,37,Player2,29,0.0
Random,Random,18,30,Player2,42,0.0
Random,Random,12,36,Player2,31,0.0
Random,Random,22,26,Player2,52,0.0
Random,Random,27,21,Player1,45,0.0
Random,Random,27,21,Player1,55,0.0
Random,Random,24,24,Draw,57,0.0
Random,Random,30,18,Player1,57,0.0
Random,Random,27,21,Player1,35,0.0
Random,Random,24,24,Draw,45,0.0
Random,Random,31,17,Player1,34,0.0
Random,Random,33,15,Player1,32,0.0
Random,Random,21,27,Player2,42,0.0
Random,Random,22,26,Player2,35,0.0
Random,Random,26,22,Player1,23,0.0
Random,Random,31,17,Player1,50,0.0
Random,Random,25,23,Player1,30,0.0
Random,Random,17,31,Player2,48,0.0
Random,Random,16,32,Player2,49,0.0
Random,Random,29,19,Player1,44,0.0
Random,Random,29,19,Player1,44,0.0
Random,Random,22,26,Player2,39,0.0
Random,Random,23,25,Player2,44,0.0
Random,Random,22,26,Player2,33,0.0
Random,Random,31,17,Player1,38,0.0
Random,Random,30,18,Player1,41,0.0
Random,Random,27,21,Player1,48,0.0
Random,Random,28,20,Player1,28,0.0
Random,Random,23,25,Player2,61,0.0
Random,Random,13,35,Player2,12,0.0
Random,Random,14,34,Player2,39,0.0
Random,Random,24,24,Draw,48,0.0
Random,Random,31,17,Player1,44,0.0
Random,Random,24,24,Draw,60,0.0
Random,Random,34,14,Player1,34,0.0
Random,Random,14,34,Player2,48,0.0
Random,Random,28,20,Player1,32,0.001
Random,Random,25,23,Player1,39,0.001
Random,Random,32,16,Player1,52,0.001
Random,Random,15,33,Player2,30,0.0
Random,Random,26,22,Player1,42,0.001
Random,Random,36,12,Player1,43,0.001
Random,Random,14,34,Player2,31,0.001
Random,Random,30,18,Player1,52,0.001
Random,Random,13,35,Player2,28,0.0
Random,Random,28,20,Player1,47,0.001
Random,Random,23,25,Player2,37,0.001
Random,Random,22,26,Player2,27,0.0
Random,Random,21,27,Player2,42,0.0
Random,Random,36,12,Player1,31,0.0
Random,Random,33,15,Player1,39,0.0
Random,Random,28,20,Player1,49,0.001
Random,Random,25,23,Player1,39,0.0
Random,Random,23,25,Player2,30,0.0
Random,Random,17,31,Player2,41,0.0
Random,Random,34,14,Player1,38,0.0
Random,Random,22,26,Player2,38,0.0
Random,Random,23,25,Player2,29,0.0
Random,Random,15,33,Player2,45,0.0
Random,Random,20,28,Player2,42,0.0
Random,Random,21,27,Player2,37,0.0
Random,Random,30,18,Player1,55,0.001
Random,Random,20,28,Player2,52,0.001
Random,Random,31,17,Player1,33,0.0
Random,Random,21,27,Player2,36,0.001
Random,Random,18,30,Player2,51,0.001
Random,Random,28,20,Player1,48,0.0
Random,Random,24,24,Draw,51,0.001
Random,Random,22,26,Player2,43,0.001
Random,Random,29,19,Player1,31,0.0
Random,Random,20,28,Player2,36,0.0
Random,Random,20,28,Player2,30,0.0
Random,Random,24,24,Draw,45,0.001
Random,Random,17,31,Player2,29,0.0
Random,Random,15,33,Player2,31,0.0
Random,Random,31,17,Player1,42,0.001
Random,Random,31,17,Player1,42,0.001
Random,Random,11,37,Player2,30,0.0
Random,Random,20,28,Player2,44,0.001
Random,Random,27,21,Player1,42,0.001
Random,Random,26,22,Player1,25,0.0
Random,Random,21,27,Player2,47,0.001
Random,Random,28,20,Player1,52,0.001
Random,Random,29,19,Player1,39,0.001
Random,Random,24,24,Draw,41,0.001
Random,Random,12,36,Player2,42,0.001
Random,Random,29,19,Player1,31,0.001
Random,Random,19,29,Player2,34,0.001
Random,Random,28,20,Player1,54,0.001
Random,Random,19,29,Player2,38,0.0
Random,Random,41,7,Player1,30,0.0
Random,Random,28,20,Player1,32,0.0
Random,Random,33,15,Player1,36,0.0
Random,Random,22,26,Player2,33,0.0
Random,Random,40,8,Player1,20,0.0
Random,Random,23,25,Player2,50,0.002
Random,Random,35,13,Player1,35,0.001
Random,Random,17,31,Player2,49,0.001
Random,Random,18,30,Player2,33,0.0
Random,Random,23,25,Player2,45,0.0
Random,Random,26,22,Player1,27,0.0
Random,Random,11,37,Player2,35,0.0
Random,Random,21,27,Player2,34,0.0
Random,Random,33,15,Player1,42,0.0
Random,Random,29,19,Player1,46,0.001
Random,Random,21,27,Player2,28,0.0
Random,Random,26,22,Player1,45,0.001
Random,Random,15,33,Player2,35,0.0
Random,Random,20,28,Player2,38,0.0
Random,Random,26,22,Player1,28,0.0
Random,Random,19,29,Player2,56,0.001
Random,Random,24,24,Draw,39,0.001
Random,Random,27,21,Player1,33,0.001
Random,Random,31,17,Player1,39,0.001
Random,Random,27,21,Player1,40,0.001
Random,Random,24,24,Draw,35,0.001
Random,Random,19,29,Player2,46,0.001
Random,Random,21,27,Player2,26,0.0
Random,Random,23,25,Player2,41,0.001
Random,Random,24,24,Draw,38,0.001
Random,Random,35,13,Player1,34,0.0
Random,Random,16,32,Player2,42,0.001
Random,Random,26,22,Player1,34,0.001
Random,Random,21,27,Player2,33,0.001
Random,Random,15,33,Player2,37,0.001
Random,Random,22,26,Player2,29,0.0
Random,Random,16,32,Player2,18,0.0
Random,Random,22,26,Player2,43,0.001
Random,Random,32,16,Player1,47,0.001
Random,Random,14,34,Player2,39,0.0
Random,Random,19,29,Player2,57,0.001
Random,Random,22,26,Player2,40,0.001
Random,Random,15,33,Player2,37,0.0
Random,Random,20,28,Player2,48,0.001
Random,Random,21,27,Player2,65,0.001
Random,Random,33,15,Player1,39,0.0
Random,Random,22,26,Player2,54,0.001
Random,Random,14,34,Player2,31,0.0
Random,Random,22,26,Player2,40,0.001
Random,Random,24,24,Draw,51,0.001
Random,Random,34,14,Player1,50,0.001
Random,Random,30,18,Player1,37,0.0
Random,Random,20,28,Player2,33,0.0
Random,Random,26,22,Player1,41,0.001
Random,Random,9,39,Player2,26,0.0
Random,Random,23,25,Player2,48,0.001
Random,Random,30,18,Player1,29,0.0
Random,Random,34,14,Player1,38,0.001
Random,Random,22,26,Player2,61,0.001
Random,Random,30,18,Player1,35,0.0
Random,Random,21,27,Player2,35,0.001
Random,Random,31,17,Player1,48,0.001
Random,Random,29,19,Player1,47,0.0
Random,Random,25,23,Player1,44,0.001
Random,Random,17,31,Player2,54,0.001
Random,Random,24,24,Draw,38,0.001
Random,Random,30,18,Player1,46,0.001
Random,Random,22,26,Player2,50,0.001
Random,Random,28,20,Player1,23,0.0
Random,Random,26,22,Player1,63,0.001
Random,Random,16,32,Player2,31,0.0
Random,Random,34,14,Player1,35,0.001
Random,Random,30,18,Player1,48,0.001
Random,Random,27,21,Player1,47,0.001
Random,Random,24,24,Draw,43,0.001
Random,Random,23,25,Player2,49,0.001
Random,Random,25,23,Player1,43,0.001
Random,Random,22,26,Player2,43,0.001
Random,Random,31,17,Player1,31,0.0
Random,Random,22,26,Player2,30,0.0
Random,Random,20,28,Player2,38,0.001
Random,Random,33,15,Player1,14,0.0
Random,Random,25,23,Player1,48,0.001
Random,Random,25,23,Player1,33,0.0
Random,Random,16,32,Player2,42,0.001
Random,Random,29,19,Player1,31,0.0
Random,Random,25,23,Player1,53,0.001
Random,Random,21,27,Player2,33,0.0
Random,Random,33,15,Player1,42,0.001
Random,Random,32,16,Player1,48,0.001
Random,Random,42,6,Player1,24,0.0
Random,Random,23,25,Player2,54,0.001
Random,Random,19,29,Player2,46,0.001
Random,DQN,26,22,Player1,50,0.003
Random,DQN,23,25,Player2,51,0.001
Random,DQN,29,19,Player1,44,0.001
Random,DQN,28,20,Player1,43,0.001
Random,DQN,22,26,Player2,42,0.0
Random,DQN,30,18,Player1,52,0.002
Random,DQN,22,26,Player2,52,0.001
Random,DQN,14,34,Player2,39,0.001
Random,DQN,17,31,Player2,27,0.0
Random,DQN,28,20,Player1,33,0.0
Random,DQN,17,31,Player2,53,0.001
Random,DQN,28,20,Player1,58,0.001
Random,DQN,33,15,Player1,46,0.001
Random,DQN,28,20,Player1,49,0.001
Random,DQN,25,23,Player1,55,0.001
Random,DQN,29,19,Player1,49,0.001
Random,DQN,28,20,Player1,55,0.001
Random,DQN,24,24,Draw,48,0.001
Random,DQN,31,17,Player1,45,0.001
Random,DQN,25,23,Player1,36,0.001
Random,DQN,30,18,Player1,39,0.001
Random,DQN,22,26,Player2,53,0.001
Random,DQN,27,21,Player1,56,0.001
Random,DQN,24,24,Draw,45,0.001
Random,DQN,26,22,Player1,50,0.001
Random,DQN,26,22,Player1,39,0.001
Random,DQN,24,24,Draw,41,0.001
Random,DQN,27,21,Player1,49,0.001
Random,DQN,31,17,Player1,39,0.0
Random,DQN,22,26,Player2,55,0.001
Random,DQN,29,19,Player1,41,0.0
Random,DQN,27,21,Player1,31,0.0
Random,DQN,26,22,Player1,30,0.0
Random,DQN,18,30,Player2,38,0.0
Random,DQN,22,26,Player2,37,0.0
Random,DQN,20,28,Player2,51,0.001
Random,DQN,25,23,Player1,46,0.0
Random,DQN,26,22,Player1,29,0.0
Random,DQN,28,20,Player1,41,0.001
Random,DQN,15,33,Player2,43,0.001
Random,DQN,26,22,Player1,50,0.0
Random,DQN,15,33,Player2,27,0.0
Random,DQN,21,27,Player2,46,0.0
Random,DQN,30,18,Player1,55,0.0
Random,DQN,24,24,Draw,53,0.001
Random,DQN,23,25,Player2,44,0.001
Random,DQN,28,20,Player1,39,0.001
Random,DQN,29,19,Player1,36,0.0
Random,DQN,35,13,Player1,36,0.001
Random,DQN,27,21,Player1,49,0.001
Random,DQN,24,24,Draw,39,0.001
Random,DQN,37,11,Player1,41,0.001
Random,DQN,30,18,Player1,31,0.001
Random,DQN,17,31,Player2,45,0.001
Random,DQN,21,27,Player2,36,0.001
Random,DQN,13,35,Player2,34,0.0
Random,DQN,20,28,Player2,45,0.001
Random,DQN,12,36,Player2,37,0.001
Random,DQN,17,31,Player2,54,0.001
Random,DQN,24,24,Draw,42,0.001
Random,DQN,19,29,Player2,41,0.001
Random,DQN,26,22,Player1,48,0.001
Random,DQN,17,31,Player2,44,0.001
Random,DQN,33,15,Player1,21,0.0
Random,DQN,27,21,Player1,41,0.001
Random,DQN,24,24,Draw,47,0.001
Random,DQN,17,31,Player2,43,0.001
Random,DQN,20,28,Player2,46,0.001
Random,DQN,20,28,Player2,59,0.003
Random,DQN,24,24,Draw,34,0.001
Random,DQN,32,16,Player1,35,0.001
Random,DQN,27,21,Player1,39,0.001
Random,DQN,15,33,Player2,46,0.001
Random,DQN,27,21,Player1,34,0.001
Random,DQN,22,26,Player2,40,0.001
Random,DQN,28,20,Player1,40,0.001
Random,DQN,28,20,Player1,36,0.0
Random,DQN,17,31,Player2,47,0.001
Random,DQN,31,17,Player1,42,0.001
Random,DQN,23,25,Player2,34,0.001
Random,DQN,19,29,Player2,26,0.0
Random,DQN,22,26,Player2,52,0.001
Random,DQN,21,27,Player2,48,0.001
Random,DQN,33,15,Player1,52,0.001
Random,DQN,16,32,Player2,31,0.0
Random,DQN,29,19,Player1,25,0.0
Random,DQN,36,12,Player1,22,0.0
Random,DQN,23,25,Player2,33,0.001
Random,DQN,26,22,Player1,40,0.001
Random,DQN,27,21,Player1,31,0.0
Random,DQN,19,29,Player2,41,0.001
Random,DQN,15,33,Player2,44,0.001
Random,DQN,14,34,Player2,32,0.001
Random,DQN,33,15,Player1,48,0.001
Random,DQN,23,25,Player2,48,0.001
Random,DQN,21,27,Player2,41,0.001
Random,DQN,26,22,Player1,46,0.001
Random,DQN,27,21,Player1,30,0.001
Random,DQN,27,21,Player1,31,0.001
Random,DQN,31,17,Player1,36,0.001
Random,DQN,39,9,Player1,32,0.001
Random,DQN,31,17,Player1,44,0.001
Random,DQN,21,27,Player2,52,0.001
Random,DQN,16,32,Player2,40,0.0
Random,DQN,26,22,Player1,28,0.0
Random,DQN,31,17,Player1,42,0.001
Random,DQN,20,28,Player2,24,0.001
Random,DQN,20,28,Player2,35,0.001
Random,DQN,18,30,Player2,33,0.001
Random,DQN,16,32,Player2,51,0.001
Random,DQN,27,21,Player1,46,0.001
Random,DQN,26,22,Player1,46,0.001
Random,DQN,24,24,Draw,31,0.0
Random,DQN,23,25,Player2,48,0.001
Random,DQN,29,19,Player1,57,0.001
Random,DQN,23,25,Player2,42,0.001
Random,DQN,27,21,Player1,32,0.001
Random,DQN,29,19,Player1,36,0.001
Random,DQN,15,33,Player2,55,0.001
Random,DQN,23,25,Player2,34,0.001
Random,DQN,11,37,Player2,28,0.0
Random,DQN,17,31,Player2,31,0.0
Random,DQN,21,27,Player2,66,0.001
Random,DQN,15,33,Player2,36,0.001
Random,DQN,34,14,Player1,22,0.001
Random,DQN,20,28,Player2,30,0.001
Random,DQN,33,15,Player1,52,0.001
Random,DQN,34,14,Player1,32,0.0
Random,DQN,28,20,Player1,47,0.001
Random,DQN,23,25,Player2,38,0.001
Random,DQN,17,31,Player2,46,0.001
Random,DQN,32,16,Player1,33,0.0
Random,DQN,28,20,Player1,37,0.001
Random,DQN,23,25,Player2,49,0.001
Random,DQN,31,17,Player1,45,0.001
Random,DQN,19,29,Player2,48,0.001
Random,DQN,16,32,Player2,35,0.001
Random,DQN,33,15,Player1,14,0.0
Random,DQN,25,23,Player1,33,0.001
Random,DQN,37,11,Player1,40,0.001
Random,DQN,19,29,Player2,51,0.001
Random,DQN,25,23,Player1,36,0.001
Random,DQN,28,20,Player1,51,0.001
Random,DQN,34,14,Player1,48,0.001
Random,DQN,21,27,Player2,49,0.001
Random,DQN,33,15,Player1,48,0.001
Random,DQN,34,14,Player1,42,0.001
Random,DQN,22,26,Player2,46,0.002
Random,DQN,26,22,Player1,40,0.001
Random,DQN,30,18,Player1,30,0.001
Random,DQN,20,28,Player2,23,0.0
Random,DQN,19,29,Player2,38,0.0
Random,DQN,28,20,Player1,35,0.0
Random,DQN,21,27,Player2,55,0.001
Random,DQN,12,36,Player2,40,0.001
Random,DQN,22,26,Player2,49,0.001
Random,DQN,29,19,Player1,55,0.001
Random,DQN,13,35,Player2,39,0.001
Random,DQN,29,19,Player1,34,0.001
Random,DQN,36,12,Player1,32,0.001
Random,DQN,27,21,Player1,25,0.0
Random,DQN,22,26,Player2,46,0.001
Random,DQN,26,22,Player1,42,0.001
Random,DQN,32,16,Player1,47,0.001
Random,DQN,27,21,Player1,52,0.001
Random,DQN,17,31,Player2,37,0.001
Random,DQN,28,20,Player1,48,0.001
Random,DQN,26,22,Player1,47,0.001
Random,DQN,25,23,Player1,36,0.001
Random,DQN,26,22,Player1,38,0.001
Random,DQN,28,20,Player1,51,0.001
Random,DQN,18,30,Player2,50,0.001
Random,DQN,30,18,Player1,42,0.001
Random,DQN,12,36,Player2,36,0.0
Random,DQN,20,28,Player2,46,0.001
Random,DQN,20,28,Player2,45,0.001
Random,DQN,20,28,Player2,30,0.001
Random,DQN,33,15,Player1,35,0.001
Random,DQN,26,22,Player1,55,0.001
Random,DQN,17,31,Player2,34,0.0
Random,DQN,26,22,Player1,42,0.001
Random,DQN,23,25,Player2,38,0.001
Random,DQN,16,32,Player2,45,0.001
Random,DQN,20,28,Player2,31,0.0
Random,DQN,37,11,Player1,25,0.0
Random,DQN,28,20,Player1,50,0.001
Random,DQN,15,33,Player2,33,0.0
Random,DQN,16,32,Player2,58,0.001
Random,DQN,30,18,Player1,39,0.001
Random,DQN,23,25,Player2,39,0.001
Random,DQN,31,17,Player1,37,0.001
Random,DQN,24,24,Draw,42,0.001
Random,DQN,24,24,Draw,53,0.001
Random,DQN,39,9,Player1,19,0.0
Random,DQN,23,25,Player2,35,0.001
Random,DQN,29,19,Player1,42,0.001
Random,DQN,31,17,Player1,43,0.001
Random,DQN,19,29,Player2,49,0.001
Random,DQN,26,22,Player1,47,0.001
Random,DQN,23,25,Player2,56,0.001
Random,DQN,25,23,Player1,57,0.001
Random,DQN,21,27,Player2,45,0.001
Random,DQN,33,15,Player1,41,0.001
Random,DQN,30,18,Player1,33,0.001
Random,DQN,23,25,Player2,21,0.0
Random,DQN,18,30,Player2,38,0.001
Random,DQN,31,17,Player1,46,0.001
Random,DQN,33,15,Player1,45,0.001
Random,DQN,39,9,Player1,28,0.001
Random,DQN,32,16,Player1,42,0.001
Random,DQN,24,24,Draw,31,0.001
Random,DQN,26,22,Player1,36,0.0
Random,DQN,26,22,Player1,38,0.0
Random,DQN,18,30,Player2,40,0.0
Random,DQN,35,13,Player1,31,0.0
Random,DQN,12,36,Player2,26,0.0
Random,DQN,30,18,Player1,51,0.001
Random,DQN,23,25,Player2,37,0.001
Random,DQN,27,21,Player1,51,0.001
Random,DQN,20,28,Player2,34,0.0
Random,DQN,14,34,Player2,38,0.001
Random,DQN,31,17,Player1,47,0.001
Random,DQN,18,30,Player2,31,0.0
Random,DQN,23,25,Player2,36,0.001
Random,DQN,22,26,Player2,53,0.001
Random,DQN,34,14,Player1,38,0.001
Random,DQN,17,31,Player2,49,0.001
Random,DQN,13,35,Player2,33,0.001
Random,DQN,23,25,Player2,50,0.001
Random,DQN,23,25,Player2,49,0.001
Random,DQN,19,29,Player2,26,0.001
Random,DQN,18,30,Player2,48,0.001
Random,DQN,30,18,Player1,33,0.001
Random,DQN,17,31,Player2,32,0.001
Random,DQN,21,27,Player2,40,0.001
Random,DQN,28,20,Player1,48,0.001
Random,DQN,16,32,Player2,29,0.0
Random,DQN,25,23,Player1,45,0.001
Random,DQN,15,33,Player2,38,0.001
Random,DQN,31,17,Player1,38,0.001
Random,DQN,24,24,Draw,40,0.001
Random,DQN,30,18,Player1,55,0.001
Random,DQN,17,31,Player2,34,0.0
Random,DQN,21,27,Player2,38,0.001
Random,DQN,22,26,Player2,44,0.001
Random,DQN,27,21,Player1,44,0.001
Random,DQN,18,30,Player2,49,0.001
Random,DQN,23,25,Player2,28,0.0
Random,DQN,18,30,Player2,28,0.0
Random,DQN,15,33,Player2,33,0.001
Random,DQN,14,34,Player2,31,0.0
Random,DQN,12,36,Player2,37,0.001
Random,DQN,27,21,Player1,48,0.001
Random,DQN,27,21,Player1,36,0.001
Random,DQN,27,21,Player1,46,0.001
Random,DQN,30,18,Player1,44,0.001
Random,DQN,15,33,Player2,58,0.001
Random,DQN,26,22,Player1,27,0.0
Random,DQN,24,24,Draw,48,0.001
Random,DQN,21,27,Player2,30,0.0
Random,DQN,17,31,Player2,45,0.001
Random,DQN,32,16,Player1,39,0.001
Random,DQN,26,22,Player1,36,0.001
Random,DQN,21,27,Player2,48,0.001
Random,DQN,27,21,Player1,43,0.001
Random,DQN,32,16,Player1,52,0.001
Random,DQN,20,28,Player2,42,0.001
Random,DQN,25,23,Player1,53,0.001
Random,DQN,16,32,Player2,41,0.001
Random,DQN,18,30,Player2,44,0.001
Random,DQN,28,20,Player1,48,0.001
Random,DQN,28,20,Player1,45,0.001
Random,DQN,14,34,Player2,36,0.001
Random,DQN,24,24,Draw,51,0.001
Random,DQN,22,26,Player2,33,0.001
Random,DQN,30,18,Player1,42,0.001
Random,DQN,25,23,Player1,44,0.001
Random,DQN,15,33,Player2,41,0.001
Random,DQN,25,23,Player1,21,0.0
Random,DQN,25,23,Player1,53,0.001
Random,DQN,15,33,Player2,44,0.001
Random,DQN,13,35,Player2,40,0.001
Random,DQN,20,28,Player2,36,0.001
Random,DQN,30,18,Player1,29,0.0
Random,DQN,15,33,Player2,45,0.001
Random,DQN,35,13,Player1,41,0.001
Random,DQN,24,24,Draw,47,0.001
Random,DQN,25,23,Player1,17,0.0
Random,DQN,20,28,Player2,34,0.001
Random,DQN,27,21,Player1,36,0.001
Random,DQN,29,19,Player1,54,0.001
Random,DQN,22,26,Player2,40,0.001
Random,DQN,22,26,Player2,28,0.0
Random,DQN,31,17,Player1,46,0.001
Random,DQN,27,21,Player1,51,0.001
Random,DQN,30,18,Player1,40,0.001
Random,DQN,31,17,Player1,60,0.001
Random,DQN,35,13,Player1,31,0.001
Random,DQN,32,16,Player1,32,0.001
Random,DQN,30,18,Player1,32,0.001
Random,DQN,25,23,Player1,54,0.001
Random,DQN,24,24,Draw,29,0.0
Random,DQN,38,10,Player1,30,0.001
Random,DQN,12,36,Player2,51,0.001
Random,DQN,14,34,Player2,51,0.001
Random,DQN,20,28,Player2,42,0.001
Random,DQN,32,16,Player1,50,0.001
Random,DQN,22,26,Player2,48,0.001
Random,DQN,11,37,Player2,24,0.0
Random,DQN,24,24,Draw,48,0.001
Random,DQN,25,23,Player1,53,0.001
Random,DQN,28,20,Player1,55,0.001
Random,DQN,19,29,Player2,23,0.0
Random,DQN,19,29,Player2,42,0.001
Random,DQN,22,26,Player2,46,0.001
Random,DQN,28,20,Player1,33,0.001
Random,DQN,32,16,Player1,37,0.001
Random,DQN,24,24,Draw,44,0.001
Random,DQN,15,33,Player2,45,0.001
Random,DQN,30,18,Player1,38,0.001
Random,DQN,32,16,Player1,35,0.001
Random,DQN,17,31,Player2,36,0.001
Random,DQN,24,24,Draw,46,0.001
Random,DQN,26,22,Player1,38,0.001
Random,DQN,7,41,Player2,27,0.0
Random,DQN,29,19,Player1,28,0.0
Random,DQN,30,18,Player1,45,0.001
Random,DQN,26,22,Player1,40,0.001
Random,DQN,19,29,Player2,24,0.0
Random,DQN,33,15,Player1,45,0.001
Random,DQN,22,26,Player2,35,0.001
Random,DQN,21,27,Player2,53,0.001
Random,DQN,25,23,Player1,26,0.0
Random,DQN,22,26,Player2,34,0.001
Random,DQN,19,29,Player2,36,0.001
Random,DQN,16,32,Player2,32,0.001
Random,DQN,28,20,Player1,48,0.001
Random,DQN,35,13,Player1,29,0.001
Random,DQN,18,30,Player2,43,0.001
Random,DQN,23,25,Player2,26,0.0
Random,DQN,11,37,Player2,38,0.0
Random,DQN,32,16,Player1,30,0.0
Random,DQN,32,16,Player1,24,0.0
Random,DQN,8,40,Player2,21,0.0
Random,DQN,21,27,Player2,53,0.001
Random,DQN,26,22,Player1,50,0.001
Random,DQN,22,26,Player2,38,0.001
Random,DQN,24,24,Draw,47,0.001
Random,DQN,25,23,Player1,47,0.001
Random,DQN,20,28,Player2,26,0.0
Random,DQN,13,35,Player2,30,0.0
Random,DQN,37,11,Player1,39,0.001
Random,DQN,27,21,Player1,41,0.001
Random,DQN,29,19,Player1,41,0.001
Random,DQN,22,26,Player2,63,0.001
Random,DQN,21,27,Player2,42,0.001
Random,DQN,34,14,Player1,39,0.001
Random,DQN,19,29,Player2,42,0.001
Random,DQN,27,21,Player1,32,0.0
Random,DQN,26,22,Player1,38,0.001
Random,DQN,18,30,Player2,33,0.0
Random,DQN,22,26,Player2,57,0.001
Random,DQN,34,14,Player1,40,0.001
Random,DQN,17,31,Player2,48,0.001
